250,0.22,34,1748992
250,0.228,7,1675264
250,0,0,1736704
250,0,0,1769472
250,0,0,1699840
250,0.172,7,1683456
250,0.232,7,1835008
250,0.168,8,1888256
250,0.176,6,1888256
250,0.168,7,1687552
250,0.144,32,1871872
250,0.168,10,1789952
1000,0.193,26,1712128
250,0.188,32,1736704
500,0.212,13,1736704
750,0.198667,20,1736704
1000,0.187,27,1736704
1250,0.2112,34,1736704
1500,0.213333,40,1736704
1750,0.202857,49,1736704
2000,0.203,53,1736704
250,0.212,31,1773568
500,0.17,13,1773568
750,0.209333,20,1773568
1000,0.215,27,1773568
1250,0.2176,33,1773568
1500,0.208,41,1773568
1750,0.210286,47,1773568
2000,0.208,54,1773568
2250,0.203111,60,1773568
2500,0.202,66,1773568
2750,0.189091,74,1773568
3000,0.194,81,1773568
3250,0.195385,87,1773568
3500,0.184571,97,1773568
3750,0.1976,100,1773568
4000,0.21275,107,1773568
4250,0.209647,113,1773568
4500,0.192,120,1773568
4750,0.2,129,1773568
5000,0.1914,133,1773568
5250,0.20381,139,1773568
5500,0.198182,146,1773568
5750,0.195826,154,1773568
6000,0.200333,165,1773568
6250,0.19376,168,1773568
6500,0.204462,174,1773568
6750,0.20237,179,1773568
7000,0.193,193,1773568
7250,0.20869,193,1773568
7500,0.205333,206,1773568
7750,0.199613,206,1773568
8000,0.203875,214,1773568
8250,0.200242,226,1773568
250,0.212,31,1671168
500,0.208,13,1671168
750,0.193333,20,1671168
1000,0.203,27,1671168
1250,0.2024,34,1671168
1500,0.183333,40,1671168
1750,0.198857,48,1671168
2000,0.195,54,1671168
2250,0.222222,64,1671168
2500,0.204,66,1671168
2750,0.202909,73,1671168
3000,0.194667,80,1671168
3250,0.197538,87,1671168
3500,0.207714,96,1671168
3750,0.192533,102,1671168
4000,0.20725,107,1671168
4250,0.198588,114,1671168
4500,0.187556,122,1671168
250,0.18,32,1835008
500,0.146,15,1835008
750,0.206667,20,1835008
1000,0.201,26,1835008
1250,0.216,34,1835008
1500,0.181333,40,1835008
1750,0.216,47,1835008
2000,0.1855,54,1835008
2250,0.208889,61,1835008
2500,0.2036,68,1835008
2750,0.209455,73,1835008
3000,0.206667,80,1835008
3250,0.207692,87,1835008
3500,0.199429,94,1835008
3750,0.204267,100,1835008
4000,0.193,108,1835008
4250,0.205176,118,1835008
4500,0.211111,119,1835008
4750,0.209474,132,1835008
5000,0.1918,134,1835008
5250,0.198857,145,1835008
5500,0.204,146,1835008
5750,0.204348,152,1835008
6000,0.203,160,1835008
6250,0.19376,167,1835008
6500,0.206615,174,1835008
6750,0.199407,180,1835008
7000,0.198857,186,1835008
7250,0.202207,197,1835008
7500,0.209467,199,1835008
7750,0.197677,208,1835008
8000,0.199375,213,1835008
8250,0.204848,218,1835008
8500,0.203294,226,1835008
8750,0.196343,242,1835008
9000,0.202556,249,1835008
9250,0.200973,249,1835008
9500,0.204947,256,1835008
9750,0.201231,263,1835008
10000,0.1962,268,1835008
100,0.23,14,1785856
200,0.15,8,1785856
300,0.193333,8,1785856
400,0.2,11,1785856
500,0.184,13,1785856
600,0.19,16,1785856
700,0.217143,19,1785856
800,0.2025,22,1785856
900,0.2,24,1785856
1000,0.197,26,1785856
100,0,3694,20975616
100,0,3652,20971520
100,0,3537,20869120
200,0,7193,21000192
300,0,10641,21000192
400,0,14076,21000192
100,0,5731,21037056
200,0,11466,21168128
300,0,17169,21168128
400,0,22869,21168128
100,0,2947,20955136
200,0,5881,21086208
300,0,8799,21086208
400,0,11752,21086208
500,0,14717,21086208
600,0,17566,21086208
700,0,20563,21086208
800,0,23448,21086208
900,0,27039,21086208
1000,0,29327,21086208
100,0,3011,20975616
100,1,3241,20869120
200,1,6427,21000192
100,0,3100,20979712
200,0,6267,21110784
300,0,9366,21110784
100,0,7147,20844544
200,0,14312,21041152
100,0,3263,20979712
200,0,6554,21110784
100,0,3263,20869120
200,0,6553,21000192
100,0.88,2788,20987904
200,0.89,5882,21389312
300,0.9,9504,21389312
400,0.86,12017,21389312
500,0.886,15378,21389312
600,0.861667,18672,21389312
700,0.882857,21927,21389312
100,0.94,2719,20942848
200,0.935,5451,21139456
300,0.933333,8157,21139456
400,0.955,10860,21139456
100,0.03,2733,20885504
200,0.035,5424,20951040
300,0.0366667,8151,20951040
400,0.0225,10842,20951040
500,0.022,13549,20951040
600,0.0233333,16228,20951040
700,0.0171429,18960,20951040
800,0.01875,21695,20951040
900,0.0288889,24433,20951040
1000,0.017,27185,20951040
100,0.05,2769,20992000
100,0,2713,20942848
200,0,5439,21139456
100,0.78,14903,21221376
200,0.795,26994,21409792
300,0.82,39220,21409792
400,0.8175,53956,21409792
500,0.816,68555,21409792
600,0.841667,82994,21409792
700,0.82,97769,21409792
800,0.8275,104624,21409792
900,0.816667,110315,21409792
1000,0.83,133005,21409792
100,0.87,18487,21159936
100,0.78,127844,343322624
100,0.83,127755,343220224
200,0.795,255324,670195712
300,0.82,382966,997642240
400,0.8375,513226,1324752896
500,0.818,640825,1652219904
600,0.84,767148,1979904000
100,0.51,2860,20869120
200,0.54,5488,21065728
300,0.53,8223,21065728
400,0.5675,10927,21065728
500,0.446,13650,21065728
600,0.495,16394,21065728
700,0.47,19137,21065728
5,1,197,12492800
5,1,199,12472320
5,0.8,202,20983808
5,1,207,20946944
5,1,188,12656640
5,1,174,12644352
5,1,203,20971520
5,1,194,12677120
5,1,218,18518016
5,0.8,201,20983808
5,1,170,12513280
5,0.6,167,12644352
5,0.6,167,12668928
5,0.8,193,12623872
5,1,235,20918272
5,1,178,12492800
5,0.8,166,12546048
5,0.8,187,12546048
5,0.8,190,12677120
5,0.8,219,20971520
5,0.6,194,12472320
5,0.8,167,12677120
5,1,191,12656640
5,1,204,21012480
5,0.6,185,12677120
5,0.8,200,20951040
5,1,42,20910080
5,1,51,20996096
5,1,40,21086208
5,0.8,170,12582912
5,1,0,12472320
5,1,0,12492800
5,1,0,12922880
5,1,0,12910592
5,1,0,12898304
5,1,0,12496896
5,1,0,12935168
5,1,0,12988416
5,1,0,12877824
5,1,0,12877824
5,1,0,12902400
5,1,215,20951040
5,1,212,20893696
5,1,0,12988416
5,1,0,12820480
5,0.6,199,13094912
5,0.8,264,15212544
5,0.6,201,21442560
5,0.8,206,21430272
5,1,244,18731008
5,1,276,21344256
5,0.8,210,21417984
5,0.8,265,21331968
5,1,242,14909440
5,1,241,13836288
5,0.8,238,21405696
5,0.8,205,21377024
5,1,266,21434368
5,0.8,219,21331968
5,1,238,17920000
5,1,227,21512192
5,0.8,194,12951552
5,1,231,21430272
5,0.8,203,21385216
5,1,240,14913536
5,1,233,21458944
5,1,228,21512192
5,1,273,21512192
5,0.8,209,21385216
5,1,220,21385216
5,1,267,21458944
5,0.8,221,15671296
5,1,239,18157568
5,1,209,27631616
5,0.8,209,27680768
5,1,223,27639808
5,0.8,206,27586560
5,0.4,0,4300800
5,0.6,213,27623424
5,1,1,139546624
5,1,1,137244672
5,1,1,141676544
5,1,1,141869056
5,1,1,139694080
5,1,1779,141664256
5,1,3,139739136
5,1,3,137359360
5,1,3,139706368
5,1,5,139366400
5,1,155,138182656
5,0.8,337,142389248
5,0.8,996,142508032
5,1,170,137723904
5,1,171,138182656
5,1,185,140034048
5,1,248,140349440
5,1,1438,142016512
5,1,1912,142180352
5,1,143,140021760
5,1,168,140353536
